adjustment_ratio,adjustment_type,ann_type,avg_price_1d,avg_price_20d,bond_code,bond_name,delisting_date,doc_id,effective_date,evidence_page,evidence_text,last_convert_date,new_conv_price,notes,original_conv_price,premium_rate,pricing_base_date,publish_date,record_date,redemption_price,redemption_trigger,stock_code,stock_name,trigger_rule
,,强赎类公告,,,123236,家联转债,,643fcca89ec01aaa,,1,可转债赎回价格：100.344元/张（债券面值加当期应计利息，当期年利率为0.80%，且当期利息含税），扣税后的赎回价格以中国证券登记结算有限责任公司深圳分公司（以下简称“中国结算”）核准的价格为准。2、可转债赎回条件满足日：2026年4月20日 3、可转债停止交易日：2026年5月25日 4、可转债停止转股日：2026年5月28日 5、可转债赎回登记日：2026年5月27日,2026-05-27,,,,,,2026-05-19,2026-05-27,100.344,自2026年3月30日至2026年4月20日，宁波家联科技股份有限公司（以下简称“公司”）股票已满足任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（19.93元/股），根据《宁波家联科技股份有限公司向不特定对象发行可转换公司债券募集说明书》（以下简称“《募集说明书》”）中有条件赎回条款的相关约定，已触发了“家联转债”的有条件赎回条款。,301193,家联科技,
,,强赎类公告,,,127080,声迅转债,,64948d875e692132,,1,自2026年5月8日至2026年5月22日，公司股票已有十个交易日的收盘价不低于当期转股价格的130%（即37.62元/股）。,,,,,,,2026-05-22,,,在转股期内，公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,003004,声迅股份,
,,强赎类公告,,,149297,20万科08,2025-11-13,674fb16090d09343,,1,证券代码：000002、299903、149297 证券简称：万科A、万科H代、20万科08 重要提示：1．债券代码：149297。2．债券简称：20万科08。3．赎回登记日：2025年11月12日。4．赎回资金到账日：2025年11月13日。5．赎回价格：人民币104.11元/张（含当期利息，且当期利息含税）。6．债券赎回比例：100%。7．摘牌日: 2025年11月13日。,,,,,,,2025-10-13,2025-11-12,104.11,发行人有权决定在本期债券存续期的第5年末行使本期债券赎回选择权。,000002,万科A,
,,强赎类公告,,,118041,星球转债,2026-06-10,6792871c302a7ea5,,,赎回登记日：2026年6月9日 赎回价格：100.8603元/张 赎回款发放日：2026年6月10日 最后交易日：2026年6月4日 最后转股日：2026年6月9日 本次提前赎回完成后，“星球转债”将自2026年6月10日起在上海证券交易所摘牌。,2026-06-09,,,,,,2026-05-30,2026-06-09,100.8603,在转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,688633,星球石墨,
,,下修类公告,,,128128,齐翔转2,,680338f6411faca6,,,根据《淄博齐翔腾达化工股份有限公司公开发行可转换公司债券募集说明书》...当公司股票在任意连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案...自2025年11月27日至2025年12月9日，公司股票已有5个交易日的收盘价低于当期转股价格的90%...转股价格：5.37元/股,,,,,,,2025-12-10,,,,002408,齐翔腾达,在任意连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格的90%
,,下修类公告,,,127050,麒麟转债,,698e96aa62a41811,,1,根据《青岛森麒麟轮胎股份有限公司公开发行可转换公司债券募集说明书》的相关规定，在本次发行的可转换公司债券存续期间，当公司股票在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会审议表决。截至2026年5月22日，公司股票已有十个交易日的收盘价低于当期转股价格的85%，预计可能触发转股价格向下修正条件。,,,本次为提示性公告，尚未实施下修。,,,,2026-05-23,,,,002984,森麒麟,在本次发行的可转换公司债券存续期间，当公司股票在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会审议表决。
,,强赎类公告,,,128141,旺能转债,,6b685c73fd6325ce,,1,重要内容提示：1、最后转股日：2026年5月19日 2026年5月19日为“旺能转债”最后一个转股日，当日收市前，持有“旺能转债”的投资者仍可进行转股；2026年5月19日收市后，仍未转股的“旺能转债”将停止转股，剩余可转债将按照100.844元/张（含息税）的价格强制赎回。...可转债赎回日：2026年5月20日 2、可转债赎回价格：100.844元/张（含息税）...可转债赎回登记日：2026年5月19日,2026-05-19,,,,,,2026-05-19,2026-05-19,100.84,自2026年3月12日至2026年4月23日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“旺能转债”当期转股价格（13.98元/股）的130%（即18.17元/股）。,002034,旺能环境,
,,强赎类公告,,,123236,家联转债,,6b750b76d943fa94,,,可转债赎回价格：100.344元/张（债券面值加当期应计利息，当期年利率为0.80%，且当期利息含税），扣税后的赎回价格以中国证券登记结算有限责任公司深圳分公司核准的价格为准。可转债赎回条件满足日：2026年4月20日。可转债停止交易日：2026年5月25日。可转债停止转股日：2026年5月28日。可转债赎回登记日：2026年5月27日。可转债赎回日：2026年5月28日。,2026-05-27,,,,,,2026-05-18,2026-05-27,100.34,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,301193,家联科技,
,,强赎类公告,,,149797,22新资01,2026-01-27,6da1d623c94b54b3,,1,赎回价格：人民币 105.40元/张（含当期利息，且当期利息含税） 。赎回登记日： 2026年1月26日。赎回资金到账日： 2026年1月27日。,,,,,,,2025-12-30,2026-01-26,105.4,,,,
,,下修类公告,,,123250,嘉益转债,,7003189081e7353b,,,自2026年5月6日至2026年5月19日，公司股票已有10个交易日的收盘价低于“嘉益转债”当期转股价格的85%（67.71元/股），存在触发《募集说明书》中规定的转股价格向下修正条款的可能性。,,,,79.66,,,2026-05-19,,,,301004,嘉益股份,在可转债存续期间，当公司股票在任意连续三十个交易日中至少十五个交易日收盘价格低于当期转股价格的85%
,,强赎类公告,,,118041,星球转债,2026-06-10,70876cf91b6c5ac8,,,赎回登记日：2026年6月9日；赎回价格：100.8603元/张；最后交易日：2026年6月4日；最后转股日：2026年6月9日；自2026年6月10日起在上海证券交易所摘牌。自2026年4月24日至2026年5月19日，公司股票已满足连续三十个交易日中有十五个交易日的收盘价格不低于当期转股价格23.14元/股的130%（即30.08元/股），已触发有条件赎回条款。,2026-06-09,,,,,,2026-05-29,2026-06-09,100.86,在转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,688633,星球石墨,
,,下修类公告,,,127017,万青转债,,7108dd5c99b7236c,,1,转股价格：8.53元/股。根据《江西万年青水泥股份有限公司公开发行可转换公司债券募集说明书》的规定，在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。2026年1月22日至2026年2月4日，公司股票已有10个交易日的收盘价低于当期转股价格的80%，预计触发转股价格向下修正条件。,,,预计触发转股价格向下修正条件，尚未实施下修。,8.53,,,2026-02-04,,,,000789,万年青,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,强赎类公告,,,148093,22光控01,,715a7a1c14c233f2,,,公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22光控01”进行全额赎回。,,,该债券为公司债，非可转债，部分可转债专属字段不适用。,,,,,,,发行人有权决定在本期债券存续期的第3年末赎回本期债券全部或部分未偿份额。,,,
,,强赎类公告,,,127066,科利转债,,739c640e26fd893f,,1,可转债赎回价格：101.405元/张（含当期应计利息，当期年利率为1.5%，且当期利息含税）。可转债赎回登记日：2026年6月12日。自2026年4月16日至2026年5月18日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“科利转债”当期转股价格的130%（即193.31元/股）。,2026-06-12,,,,,,2026-06-01,2026-06-12,101.405,自2026年4月16日至2026年5月18日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“科利转债”当期转股价格的130%（即193.31元/股）。,002850,科达利,
,,强赎类公告,,,123054,思特转债,,73fe08a00095ca35,,1,1、可转债赎回日：2026年5月29日 2、可转债赎回价格：102.90元/张（含息税） 3、可转债赎回资金到账日：2026年6月5日 4、可转债停止交易日：2026年5月26日 5、可转债停止转股日：2026年5月29日 6、可转债发行人资金到账日：2026年6月3日 7、可转债赎回条件触发日：2026年5月7日 8、可转债赎回登记日：2026年5月28日,2026-05-28,,,,,,2026-05-26,2026-05-28,102.9,在本次发行的可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）。,300608,思特奇,
,,下修类公告,,,113656,嘉诚转债,,74161d8ef7ed2df6,,,截至2026年4月17日收盘，广州市嘉诚国际物流股份有限公司（以下简称“公司”）股价已出现任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%之情形，触及“嘉诚转债”转股价格向下修正条款。,,,,10.35,,,2026-04-21,,,,603535,嘉诚国际,连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,强赎类公告,,,118033,华特转债,2026-06-10,7472b9d5cf07a417,,1,赎回登记日：2026年6月9日 赎回价格：100.3329元/张 赎回款发放日：2026年6月10日 最后交易日：2026年6月4日 最后转股日：2026年6月9日 本次提前赎回完成后，“华特转债”将自2026年6月10日起在上海证券交易所摘牌。,2026-06-09,,,,,,2026-05-30,2026-06-09,100.3329,公司股票自2026年4月21日至2026年5月14日期间，满足连续三十个交易日中有十五个交易日的收盘价不低于公司“广东华特气体股份有限公司可转换公司债券”当期转股价格82.75元/股的130%（即107.58元/股）。,688268,华特气体,
,,强赎类公告,,,149297,20万科08,2025-11-13,74b41b351fc592c5,,1,赎回登记日：2025年11月12日。赎回资金到账日：2025年11月13日。赎回价格：人民币104.11元/张（含当期利息，且当期利息含税）。摘牌日: 2025年11月13日。,,,公司债券赎回，非可转债,,,,2025-10-13,2025-11-12,104.11,,000002,万科A,
,,强赎类公告,,,123054,思特转债,,76014e395eed6b69,,,可转债赎回价格：102.90元/张（含息税）；可转债赎回登记日：2026年5月28日；2026年4月3日至5月7日已满足连续三十个交易日中有十五个交易日的收盘价格不低于“思特转债”当期转股价格9.88元/股的130%（即12.844元/股）,2026-05-29,,,,,,2026-05-20,2026-05-28,102.9,在本次可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300608,思特奇,
,,强赎类公告,,,123121,帝尔转债,,76eb5461615d114c,,1,"1.可转债赎回日：2026年6月3日
2.可转债赎回价格：102.068元/张（含息税）
3.可转债赎回资金到账日：2026年6月10日
4.可转债停止交易日：2026年5月29日
5.可转债停止转股日：2026年6月3日
6.可转债赎回条件满足日：2026年5月12日
7.可转债赎回登记日：2026年6月2日",2026-06-02,,触发条件证据见Page 2,,,,2026-05-20,2026-06-02,102.068,在转股期内，如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300776,帝尔激光,
,,强赎类公告,,,149358,21万科02,,77ab128479394381,,1,万科企业股份有限公司关于放弃行使“21万科02”公司债券赎回选择权的公告,,,,,,,2025-12-05,,,,000002,万科A,
